x,y
41.86049759522136,-90.02498835765729
42.86635449480719,-88.98445073796417
43.841096341619355,-87.91140586779237
44.80442726065643,-86.85285626583978
45.761840490546014,-85.80839644037644
46.71849734960928,-84.77651393271671
47.67955915616732,-83.75569656714192
48.65018722854129,-82.74443131903243
49.635542885052324,-81.74120657860357
50.642625314772424,-80.7487959885189
51.69139529378111,-79.80020425526644
52.80738889721945,-78.94143841959159
54.016057876058525,-78.21846788762697
55.32414986169553,-77.66167482758203
56.69838029326651,-77.26808355834577
58.10030385752027,-77.03041588537111
59.4941170212411,-76.96014951664836
60.85410459116864,-77.14036413319282
62.162137436699915,-77.62231920944937
63.41939779401612,-78.27860375430947
64.63822161005862,-78.9999690144081
65.83908324603591,-79.74928773684168
67.04289990653227,-80.49379488818248
68.26406442570813,-81.21020143434141
69.50349078701615,-81.89479767777517
70.76042431743208,-82.5462964015407
72.0341106268987,-83.16341123759582
73.32379504239174,-83.7448549689974
74.62872345682095,-84.28934122770336
75.94814091419508,-84.7955830797376
77.28129330742394,-85.26229387409096
78.62742568051618,-85.68818639382032
79.98578392638159,-86.07197427088359
81.35561337199596,-86.41237057130463
82.73615962730199,-86.70808864407434
84.12666830224245,-86.9578415552166
85.52614024029366,-87.16043292019951
86.93267531796185,-87.31499997259978
88.34416401616348,-87.42075719598867
89.75849681581498,-87.47691963987153
91.17356448079984,-87.48270122188565
92.58725805796848,-87.43731727450331
93.99746774527037,-87.33998143239488
95.40208458955595,-87.1899090280326
96.79899935470874,-86.98631426202083
98.1861022386781,-86.72841161793083
99.56128457128148,-86.41541586230092
100.92243655046843,-86.04654119573537
102.26744922308934,-85.62100266773957
103.59419807280905,-85.13803881408086
104.90005829761279,-84.5976988710196
106.18179586750657,-84.0010173659561
107.4361410986526,-83.3490879663965
108.6603194994862,-82.64346444421031
109.85491681172486,-81.88880952984142
111.02191012588983,-81.09107430254488
112.1630617605396,-80.25593366577075
113.27717957564728,-79.38527897103546
114.36095512089437,-78.47829187773675
115.41103353937221,-77.53409462219959
116.42406025713902,-76.55180972371602
117.39668041728608,-75.53055998454505
118.32553944587166,-74.46946707507762
119.20796217275277,-73.36821322335791
120.0458761692234,-72.23026647309993
120.84312016578502,-71.06066674977617
121.60353798634513,-69.86445963819932
122.33097402074542,-68.64668987428108
123.02927265882737,-67.41240275986715
123.70227829043266,-66.16664303086924
124.3503344375153,-64.91216112665585
124.96085019985516,-63.64322555037416
125.51824682853925,-62.35214695640701
126.00748717351817,-61.03149406505315
126.43154606700192,-59.68244486798863
126.81520802374426,-58.3165993149534
127.18451647874107,-56.94615837762349
127.55800407355609,-55.579525044423455
127.93862526677447,-54.21722393619582
128.32739817370958,-52.858801456818405
128.72534006077413,-51.50380316126795
129.13346960921564,-50.15177460452125
129.55280408544655,-48.80226190748908
129.98412136578642,-47.45476619932716
130.42008722821933,-46.10729029885614
130.84349529757267,-44.75601188766148
131.2366026932163,-43.39701328744514
131.59140342944534,-42.02862301206003
131.92020034606045,-40.65385862173513
132.23783760960825,-39.27632313544976
132.55647968901994,-37.898970445854935
132.87830910886856,-36.52233309686952
133.2031824048784,-35.14637939618805
133.53095724464174,-33.77107793447205
133.861491012784,-32.39639701941606
134.19464081096353,-31.022305524648583
134.53026430677258,-29.648772040831176
134.86821860186956,-28.27576487565838
135.20836108087974,-26.903252619791676
135.55054912842846,-25.531203863892642
135.89464041210817,-24.1595871986228
136.24049146764304,-22.788371214643693
136.58796052855953,-21.41752421964978
136.93690413058195,-20.047015087269685
137.2871802242695,-18.676812125197877
137.63864591128078,-17.306883924095935
137.99115857624085,-15.937199074625331
138.34457560377518,-14.567726167447644
138.69875409554214,-13.198433793224387
139.05355171913405,-11.82929025965008
139.40882557620913,-10.460264440353278
139.76443333435986,-9.091324643028493
140.1202318122775,-7.722439175370237
140.47607896052136,-6.353577193974098
140.8318313148158,-4.984707006534566
141.1873471086872,-3.6157969207461744
141.54248316082695,-2.2468158102374414
141.89711270201295,-0.8777353783070846
142.2512181882905,0.4914491854841265
142.60482876526189,1.8607327877299775
142.9579738614965,3.230110900958244
143.31068290556382,4.59957786582866
143.66298532603312,5.969128871901998
144.01491055147378,7.338759108739028
144.36648772748816,8.708463199966529
144.71774628264575,10.078236335145252
145.0687156455157,11.448073420868944
145.41942496170057,12.817969080764387
145.76990422570367,14.187918787359367
146.12018201719334,15.55791744724762
146.4702883306731,16.927959684055903
146.8202523117451,18.298040687345008
147.17010310601188,19.668155363708674
147.51987042500969,21.038298902707698
147.86958369730803,22.408465927968837
148.2192717855422,23.778651346085802
148.56896468421553,25.14885034661941
148.91869125596355,26.519058119130452
149.26848121232243,27.889269287245632
149.61836398186165,29.25947875755872
149.96836842721663,30.6296814366635
150.3185245428906,31.999872797087775
150.6688611915191,33.37004746245823
151.01940808463837,34.7402003393687
151.37018927444458,36.11032661737991
151.72120702467384,37.480422900887746
152.07245992049113,38.85048551132097
152.42394541519326,40.2205113360425
152.77566124504412,41.590496696481125
153.12760542927467,42.960438197032715
153.47977598711583,44.33033244209309
153.8321706548314,45.70017631902511
154.18478716868535,47.069965866290595
154.53762354790865,48.43969825421944
154.890677528765,49.80936952127338
155.24394713048548,51.17897683778234
155.5974298063669,52.54851624220812
155.95112385860722,53.91798462191363
156.3050270234703,55.287378581294625
156.65913675425307,56.65669444177998
157.01345163612035,58.02592909073256
157.36796883940212,59.39507913254817
157.72268666629623,60.764140888655646
158.07760285306662,62.13311124641785
158.4327151359772,63.50198652726362
158.7880212512918,64.8707633355888
159.14351950120843,66.2394385587562
159.4992073390239,67.60800851819474
159.85508278396912,68.97646981830015
160.21114357230798,70.34481906346832
160.56738772327142,71.71305314106216
160.9238042011459,73.08117601261978
161.28036216252704,74.44921031550226
161.63702906620819,75.81717953597172
161.99377208801596,77.18510857512524
162.35055812080972,78.55302091922505
162.70735434041598,79.9209411864012
163.06412735672708,81.28889342884982
163.42084491150368,82.65690198173412
163.77747361463807,84.02499061428315
164.13398064195678,85.39318394462705
164.4903331692863,86.76150602496197
164.84649837245308,88.12998119045108
165.20244286134954,89.49863321032338
165.55813409476912,90.86748670270914
165.91353868260435,92.23656571980445
166.26862436661568,93.60589431380541
166.62335775669555,94.97549681987516
166.9777060286704,96.3453972902098
167.33163635836678,97.71562005997254
167.68511563864402,99.08618918135947
168.03811076236173,100.45712898953367
168.3905891883132,101.82846353669133
168.74251809232504,103.20021715799558
169.09386380132264,104.57241390564248
169.44459405706647,105.94507783182826
169.79467575241603,107.31823355468302
170.14366774179763,108.69192832969799
170.4754083642513,110.06711518977363
170.75340025144484,111.44591695344313
170.93979571645917,112.83053482110242
171.00207732200283,114.2230412431562
170.94697628738663,115.62456242831719
170.798759580697,117.03580098367911
170.57935092018442,118.45603336258925
170.27456884804724,119.86331830284246
169.84252405951648,121.2194329032601
169.24061954932296,122.48573773521987
168.44045052274566,123.62948021584258
167.47021803825615,124.64138581830304
166.37223302147322,125.51803318844429
165.18619998885669,126.25794325768832
163.93294106807446,126.8737117366945
162.62496368407773,127.3841301818439
161.27473932500732,127.80801844621858
159.8947397619708,128.1641952510329
158.49743648310888,128.471479883435
157.09530069359525,128.74869106463908
155.69834489822557,129.01157336222772
154.30691686345918,129.26378440781386
152.9189908284484,129.50601492387668
151.53254103234553,129.73895478399442
150.14554171430305,129.96329414471234
148.7559671134732,130.17972344554278
147.36179599648062,130.38892491995452
145.96192309417168,130.59013031250666
144.557261824065,130.77937412347598
143.14899413937482,130.95226357294925
141.73830312518348,131.10440616398023
140.32637045173806,131.2314096825897
138.91437892115397,131.32888191479856
137.5034850196141,131.39247535541554
136.09386050809553,131.41956605132725
134.68440973832315,131.4097485108036
133.27395273785172,131.36276353606053
131.8623998061381,131.2757192042228
130.45762195362195,131.1264824014506
129.0710244487382,130.88437950351076
127.71314470009216,130.5217032293698
126.38163011993585,130.05456996526576
125.0643750964767,129.5322581335837
123.74903208112593,129.00486760994843
122.4257340141325,128.51084597134712
121.09436601088902,128.0428309820298
119.75720906848913,127.58220426142772
118.41837526356885,127.1091360471884
117.09528574326416,126.5949903605409
115.81124340704771,126.00724070924966
114.58781288803,125.31597436738028
113.42064979365713,124.52994208981652
112.28570277670627,123.68729914862082
111.15895020149128,122.82625967299478
110.03600579634019,121.95952152468946
108.93762688947483,121.06711232597776
107.88621399856264,120.12692414708393
106.90068686404157,119.12046509369398
105.97472032426516,118.0554712009823
105.09086380352805,116.95123798958039
104.23218059422108,115.82645344994233
103.38997823266502,114.69017224352416
102.56181924100812,113.54414084273154
101.7454229051237,112.38992348921339
100.93850709605027,111.2290838586849
100.13879081669413,110.06318619279504
99.3439922210608,108.89379501616006
98.55199782852843,107.72236053472254
97.76191855674156,106.54950272920854
96.9734066392409,105.37547428916083
96.18611798813839,104.2005262063202
95.39970794961192,103.02490918946033
94.61383158687235,101.84887394735487
93.82814424609774,100.67267175471167
93.04230155643279,99.49655303733732
92.25595858108846,98.32076850400556
91.46877066624265,97.14556971239122
90.6803934410403,95.97120680533394
89.89048196869221,94.79793105754142
89.09869159537642,93.6259931777874
88.30469323045644,92.45563283913208
87.50838500580755,91.28692304706489
86.70984020988617,90.1198094719193
85.90913637565392,88.95423382249048
85.10635131903943,87.79013837350786
84.30156229003735,86.62746511673367
83.49484682160924,85.46615660986429
82.68628301265078,84.3061545616949
81.8759481131566,83.14740096398785
81.06391965608822,81.98983837443943
80.25027545737444,80.83340850184496
79.43509304997673,79.67805390390068
78.61844968388985,78.52371600643491
77.80042317504225,77.37033765011101
76.98109133936272,76.21786054372421
76.16053170981284,75.06622667903676
75.33882153638716,73.91537833077805
74.51603863501443,72.76525777367732
73.69226053865616,71.6158069994969
72.86756506324102,70.46696799999903
72.04202945876366,69.31868304991305
71.21573154115266,68.17089414100131
70.38874856040269,67.02354354799297
69.56115861540931,65.87657326265041
68.73303895616723,64.72992527673595
67.90446739860504,63.58354186497882
67.07552119271732,62.43736501914133
66.24626740168624,61.29134776669932
65.41669017935904,60.14552462962836
64.58673689387129,58.999966915615815
63.756354347424455,57.85474621531602
62.92549019112115,56.70993383641629
62.094090944195834,55.565601652537985
61.26210397478406,54.42182068840144
60.42947608508735,53.27866310059503
59.59615464324123,52.13620019680605
58.76208673441423,50.994503284721894
57.92721887784087,49.85364395499684
57.09149872462367,48.71369408125231
56.254873359931224,47.57472468820854
55.41728024805352,46.4368150066293
54.57654988090026,45.30170245397575
53.72571759137505,44.17489951063241
52.85715600363653,43.062439882222144
51.96323774184339,41.97035755733494
51.03633486422021,40.90468624159361
50.06881999492569,39.87146048952212
49.05319648887855,38.87676861937691
47.98730049732873,37.92893636958792
46.87604093202157,37.039253841015665
45.72481369093215,36.21921656857217
44.53373563943693,35.49209858909479
43.26301425833481,34.970174422220914
41.892239419929304,34.71153691279758
40.483606141858075,34.56596566471459
39.070577820137515,34.45495600762632
37.65518049858226,34.378696397563516
36.238614523262406,34.339441798654576
34.82208080618208,34.339447740961866
33.406779410444315,34.38096975454773
31.993910682119203,34.46626308650756
30.584891720008958,34.59783652238058
29.182757628297356,34.78009897119973
27.791280074303636,35.01832182545433
26.41423298908308,35.3177804391718
25.055391435559066,35.683750449346626
23.718529627753945,36.121506927039256
22.407421779690022,36.63632550924419
21.124006498374886,37.22867677010436
19.862775264962156,37.87954872193558
18.616332453594335,38.56499131970591
17.377455614225976,39.26145689747623
16.145849895229333,39.961448527198286
14.930331699835294,40.67858371341628
13.740339675736802,41.42791884793663
12.585721640927957,42.22474292145061
11.477249300701002,43.084872941096215
10.425822261438157,44.024197504665715
9.443110931665679,45.053549155359214
8.543913071339853,46.16324363011627
7.743819596955118,47.33839290250329
7.054550436265009,48.564584613636015
6.458741601470295,49.83098367361117
5.925806339210988,51.12838063801654
5.425151387885785,52.44758445529569
4.93950472397476,53.781642342966826
4.48168305537468,55.12865870500835
4.068631295738235,56.487431780515166
3.7126186117916045,57.856663882764614
3.4069256688388756,59.23466767945687
3.1400142039489696,60.61965651687042
2.9003453882568313,62.0098440242509
2.6763812417984054,63.403443547876755
2.4565835016426303,64.79866871699357
2.229433995516396,66.19373599051704
1.988193581032826,67.58752255533861
1.7369720710919578,68.98040758725612
1.4813770229947523,70.37297711095388
1.227016277009233,71.76581715111622
0.9794971074693157,73.15951373242767
0.7444273546430447,74.55465287957244
0.527414292864374,75.95182090020205
0.33406547943426435,77.35160325306678
0.169989037587745,78.75458652878503
0.040791958691765516,80.1613564690742
-0.04791791698568905,81.57249938158569
-0.09053303214363925,82.98860100803684
-0.08144582948108588,84.41024765607905
-0.002641497068405517,85.8302672437952
0.21476432292462028,87.20967993324632
0.6526914297262213,88.50135473871033
1.3905126364786378,89.6586507733323
2.403415697660684,90.65496432743025
3.543364722504194,91.49297509861947
4.767372494228865,92.19722849452761
6.074088411280608,92.77920731655125
7.438245500147937,93.20023789705947
8.831261545792554,93.414765376594
10.224910588645729,93.38064351633784
11.596269187999523,93.10662731568002
12.926491457806454,92.6406032822677
14.197255000993527,92.03122787699121
15.405858614452528,91.31843566849211
16.56953300851947,90.53103241574931
17.706805448384944,89.69710033108865
18.836202633305497,88.84472190980318
19.97625154550468,88.0019790812519
21.14547973314009,87.19695405776078
22.361439074107743,86.45732044728867
23.627411136859973,85.80476540766281
24.935848625220135,85.25643419318124
26.278934292481022,84.8293591543036
27.64885089193545,84.54057150962169
29.03778145984318,84.4071041755292
30.437859230269712,84.44596941182795
31.831691635747475,84.67052495934401
33.18111010476423,85.08615483143791
34.44520807698787,85.6971923849501
35.584884038663645,86.5061851719006
36.58677402369115,87.49022955927232
37.45669470199417,88.6074535032842
38.20083286434971,89.8158989381828
38.822222200106516,91.08678359125152
39.31994221757061,92.40784989741172
39.69282284814229,93.7678867035995
39.939692891353886,95.15568313971829
40.05938142970463,96.5600280527042
40.05071811162788,97.96971028949342
39.91279206630807,99.37356255690929
39.648341848499186,100.76102678975458
39.26279759518485,102.1219948403829
38.761651696091704,103.44636903092758
38.15039654094636,104.72405168352189
37.4345248024424,105.94494483733207
36.619529436240455,107.09895081449136
35.712972735768844,108.17898185725251
34.736907169268825,109.19901738496979
33.719577655098995,110.18203969548978
32.68919770227947,111.15102514435202
31.66468563641308,112.12202503538136
30.645214344920184,113.09638233002256
29.627432932430242,114.07355967391756
28.609060967783716,115.05342633630617
27.59189104700933,116.03740111379267
26.57868323035406,117.02727037713157
25.57219786103186,118.02482106301133
24.575194716322674,119.03183925921945
23.590434422407455,120.0501119024443
22.62067675656613,121.08142536344052
21.66868234497971,122.12756601296236
20.73721068196108,123.19032107066542
19.82902239369124,124.27147634137013
18.946877823384156,125.37281876176499
18.093536748319732,126.4961347026044
17.271759228744937,127.64321081760988
16.484450204017474,128.8158643209404
15.739682157090497,130.01701345140307
15.051995347938323,131.25095279935775
14.436338640902317,132.52206524087217
13.904554488452792,133.8331677125628
13.446580017665575,135.1760439842339
13.042934364515567,136.537733883713
12.674535648466287,137.90575941461807
12.328461331957959,139.27473401688547
11.996353418321137,140.644524696019
11.669961155384362,142.01512211410724
11.341033790976137,143.38651721620573
11.001320855892013,144.75870094737007
10.642674314986317,146.1316752883693
10.27542076643953,147.5073910137927
9.949610000714916,148.8919902056291
9.72044152494934,150.29215824253285
9.643355085273928,151.71125818745602
9.77719565285684,153.10541600499903
10.18334047066761,154.3956261732026
10.92101651534225,155.50365170851566
11.972270095825992,156.4072519696332
13.223690579923373,157.15344532140574
14.55594936332443,157.79354302124156
15.868564859634798,158.37006029694305
17.191628629941302,158.8641447542213
18.561913935413937,159.18225287487905
19.913351657037044,159.13772207304154
21.165592745472765,158.6669594740259
22.246400249718228,157.8144825802199
23.20113774353082,156.74080018536728
24.13385361250656,155.64151946263073
25.06466964095555,154.55318588473466
25.994448029367064,153.47619645439858
26.923955335379905,152.41058258096095
27.853329646896537,151.35395432502807
28.782452400738414,150.3029364560664
29.711205316694006,149.254151196839
30.639469265650767,148.20422077010906
31.567125401463123,147.1497673986398
32.49405544391958,146.08741330519445
33.42078288199454,145.0154734212093
34.350157193511194,143.93839259252795
35.285555589772265,142.86200361819388
36.2303544331795,141.79213844834965
37.18793036910171,140.73462959907167
38.16165947697355,139.69530986940345
39.15491896809786,138.68001092652048
40.17108492190932,137.69456556946625
41.21353398377671,136.7448060313502
42.2856430820358,135.83656482824895
43.390788296121315,134.97567419327183
44.53234627140199,134.16796692546237
45.713693653246615,133.41927469199604
46.938082298571075,132.73533323423086
48.20470858105786,132.1187101948447
49.50791429231063,131.56818428820858
50.84175599318365,131.08231011881892
52.200290244531296,130.65964285710623
53.57757332424087,130.29873767350105
54.96766179316669,129.9981497384338
56.36482500335707,129.75647638441998
57.76614443303761,129.57287776536438
59.170692233371945,129.4469116038254
60.57758158574073,129.37814411137163
61.98592595449145,129.36614206550593
63.39483880397175,129.4104711118629
64.80342935402398,129.51069434937426
66.21012034651648,129.66590628359762
67.61193242176704,129.87424244488295
69.00571474208344,130.13372121523656
70.38800096155377,130.44331683923562
71.75114502851376,130.8146719946391
73.08453822667084,131.26840846846926
74.37758230951187,131.8249007345792
75.62203699464479,132.49036416341409
76.81247837036027,133.2541116568188
77.9436472117506,134.10446431725657
79.0114888844833,135.0297078763142
80.01997567949,136.0178849969141
80.97636315395668,137.05693902055685
81.88783414254685,138.13512285465575
82.76047526571497,139.24477601622885
83.59959838023313,140.38112796440032
84.41049893078679,141.53946956213608
85.1984726450283,142.71509167240222
85.96881525061008,143.9032845922307
86.72682190925056,145.09933918458745
87.47737606566385,146.2989701970242
88.22260167025121,147.5007271406314
88.96349250316302,148.70432252092343
89.70103810004457,149.90947195605202
90.43622884544207,151.115891064169
91.17005427500084,152.32329546342595
91.90350449030008,153.53140162087573
92.63735821656014,154.73996929752406
93.37162365982448,155.9489232241454
94.10613188878614,157.15822491722605
94.84071482103921,158.3678361762191
95.57520437417799,159.57771851761086
96.30943189986255,160.78783374085452
97.04322903271994,161.9981433624362
97.77642740737737,163.20860889884224
98.50885922439602,164.41919243249274
99.24035555246896,165.6298554798739
99.97074830919033,166.8405595574721
100.69986912918728,168.05126618177334
101.42754964708693,169.26193743519792
102.15362064861542,170.47254898258274
102.87788745246758,171.68354027169934
103.60012340206588,172.89591357170843
104.32010042599762,174.11070397594443
105.03759016988315,175.3289465777418
105.75236456230986,176.5516767534018
106.46419524889802,177.77992959625877
107.17175086985048,179.01496006501642
107.85877949772994,180.26099229124807
108.49830532123205,181.52438454374075
109.06311710049764,182.8115426297398
109.52600359566729,184.12887122462232
109.85975328391481,185.48277556969964
110.03716935669854,186.8795480024447
110.03324092565403,188.30813102088203
109.82747155814567,189.7216406694921
109.39992254952088,191.06876172932854
108.73289742574,192.29851967372883
107.83863677386086,193.36448640703193
106.7608094781986,194.24494675767633
105.57838653873675,194.99394318068187
104.34337248206585,195.65699120309193
103.06733245298325,196.25005073038622
101.75958087666316,196.78743536596141
100.42943132937863,197.28345899618125
99.08619767036984,197.75243522444242
97.73919375887687,198.20867793710877
96.3972368470317,198.66586887223633
95.06285467916344,199.12968661184658
93.73426031858352,199.60031932900313
92.40958193849958,200.07784710337089
91.08694799508619,200.56235029758147
89.76448609561679,201.0539092742667
88.44032526220006,201.55260411309132
87.11260866529521,202.05689066306422
85.77958049458518,202.55471905689436
84.43952427216782,203.0298591556045
83.09072465200894,203.46607035043795
81.73146459027242,203.84711203263794
80.36002902389102,204.15674359344766
78.97479513704398,204.3789909790369
77.57704929777343,204.50612466247247
76.1714689508078,204.5400314677986
74.76292339251069,204.48314264759276
73.3558970841075,204.34016564108697
71.95239314908491,204.13048906506006
70.55342998572348,203.87932358258783
69.15990063791688,203.61093361505388
67.77113645461291,203.337365351178
66.3853937930761,203.06226368905746
65.00090750507802,202.78910799108678
63.61591357425818,202.52137733669363
62.228646852388195,202.26255080530547
60.83734275717353,202.01610804228386
59.44070926123194,201.78422591286156
58.04051717213209,201.56063641472858
56.63975914900577,201.33570423811793
55.24143124658899,201.099785301285
53.8485289536837,200.84323552248517
52.46404804205884,200.5564099710729
51.09098484941741,200.22966513123765
49.73144776297491,199.85636967102465
48.384398576759864,199.44058501597448
47.048101005179085,198.98874413816588
45.720818479672495,198.5072797267102
44.40081499761398,198.00262447071907
43.08635399044339,197.4812110593041
41.77579877695628,196.94915073104963
40.468801307726395,196.40840727702755
39.16590714315522,195.858065581917
37.86767995353308,195.29715167325853
36.574683409150296,194.72469157859268
35.287482029198245,194.13971160842686
34.00663891803328,193.54123779030164
32.732685770673186,192.92838302263056
31.465941207974886,192.3008258548866
30.20663782882324,191.65847319092242
28.9550085150701,191.00123278349162
27.711285582633348,190.329011819414
26.475701913364855,189.64171805144318
25.248489823182485,188.93925923233283
24.030054237882137,188.221377296167
22.821419781018683,187.48722136113673
21.62374944701647,186.7358072679703
20.438206230299834,185.96615085739555
19.2659531252931,185.17726797014055
18.10815369235462,184.36817444693335
16.96597035997471,183.53788584553496
15.840566971478761,182.68541828964032
14.733105955357052,181.80978761997756
13.644750871967972,180.91000939430762
12.576664715735825,179.98509973632557
11.530010481084975,179.0340742037924
10.505951445406748,178.05594892040315
9.505830287178865,177.04968313348326
8.536729387775233,176.01242453553934
7.612539880841834,174.93917338241488
6.74754763900809,173.8248054244675
5.952640667008653,172.6657931949104
5.216179965655807,171.4691981355584
4.517359536401466,170.24638986100277
3.836495061938014,169.008231757848
3.1688991936914643,167.7588030785567
2.5204106730125915,166.49742158965992
1.897086691786387,165.22330601923423
1.3049844418978418,163.93567509535617
0.7501611152319285,162.63374839500312
0.23867390367365762,161.31674408031776
-0.22480087991652759,159.98420572550765
-0.6447431692919031,158.63782490737782
-1.0293598567368898,157.28016955157318
-1.3868694361834455,155.91380871560688
-1.7254904015635473,154.54131258886
-2.0534409638421476,153.16525051181245
-2.378939051017154,151.78819267384534
-2.708395563740107,150.41216257207034
-3.0416709992734763,149.03720831087958
-3.3771439566315045,147.66292920898235
-3.7131921859274177,146.28892571695596
-4.04819428617544,144.91479715350977
-4.380528290455823,143.54014396922108
-4.708655141183656,142.16458585642405
-5.032133975752316,140.78800736457742
-5.351300110072508,139.41047951840142
-5.666506686976709,138.03207815305558
-5.978105434462357,136.65287882073247
-6.286448929427938,135.27295650769062
-6.591889182837852,133.8923870490895
-6.894779054557635,132.5112459971217
-7.195470555551701,131.12960862101264
-7.4943159797515175,129.747550189988
-7.791667621088567,128.3651465392072
-8.087878056461278,126.98247293789575
-8.383299579801136,125.59960493824624
-8.678284202072577,124.21661780948419
-8.973184500174094,122.83358738676912
-9.268353051004132,121.4505886563595
-9.564141582560147,120.06769745341491
-9.860902954707592,118.68498904716087
-10.158989178410948,117.30253927275693
-10.458752830568661,115.92042283349456
-10.760546205112213,114.53871584750024
-11.064721313006038,113.15749386696665
-11.371630731148601,111.7768315951852
-11.681627036438384,110.39680515028246
-11.995061956872819,109.01748980148399
-12.312288352317388,107.63896110098219
-12.63365851670354,106.26129460096969
-12.95948739231701,104.88455877946367
-13.288850242958581,103.50860932328742
-13.619317796819766,102.13304130664497
-13.948370798581864,100.75743452352172
-14.273489709959156,99.38136876790298
-14.592154709698939,98.00442383377421
-14.901846542482495,96.62617951512075
-15.200092359581305,95.24621730373
-15.485053158376445,93.86414047984944
-15.75534805984341,92.47956816987936
-16.00960552286912,91.09212063208787
-16.246454289307504,89.70141727584229
-16.46452338397952,88.30707779347686
-16.662440982805077,86.90872187732579
-16.8389127946657,85.50606571147479
-16.99316575368128,84.0994862079855
-17.124646942307976,82.68963758659251
-17.232803443001956,81.27717434999734
-17.31708290415343,79.86275241573668
-17.376932974152577,78.44702600354505
-17.41180073545557,77.03065074799214
-17.421133553485596,75.61428143474645
-17.404379359599847,74.19857313244368
-17.36098523625451,72.78418090971941
-17.290398831839767,71.37175983520919
-17.192067228811798,69.9619649775487
-17.065438358527793,68.55545140537349
-16.910067679810002,67.15283683567347
-16.727001038739274,65.75422285360631
-16.51836917692515,64.35933639600431
-16.286328020041378,62.96789506178829
-16.033032927827634,61.57961701581305
-15.760638977056598,60.1942204229334
-15.471301810434996,58.81142288207019
-15.167176787702513,57.430942841045265
-14.850419551565867,56.05249818174643
-14.523185461764745,54.67580678606148
-14.187629878038862,53.30058681884531
-13.8459084430949,51.92655616198565
-13.500176233705567,50.55343298033742
-13.152588892577556,49.1809348728214
-12.804884120139073,47.80883320209091
-12.457222358686579,46.43709740770849
-12.109390817026172,45.065744750661985
-11.761177552864925,43.694791926005145
-11.41237062390994,42.3242561947258
-11.06275752193429,40.9541539689107
-10.712126021678065,39.58450307548171
-10.360264180848366,38.215319643558544
-10.006959491218234,36.846620934129014
-9.652000010494806,35.47842392521393
-9.29517351341816,34.11074559483407
-8.936267491761365,32.74360263804324
-8.575070286198512,31.37701231582922
-8.211374764875934,30.01099075731178
-7.845167628344042,28.64552268227218
-7.476675816147393,27.280554609944954
-7.1061418310163305,25.916030795828476
-6.73380760974717,24.551894929487123
-6.359915089136203,23.1880912664193
-5.9847067719137765,21.824563779156367
-5.608424594876162,20.461256440229725
-5.2313107777867005,19.09811350513778
-4.85360754040871,17.73507838047785
-4.4755571025054905,16.372095887682384
-4.0974014008733555,15.00910943334874
-3.7193823723086004,13.64606327297529
